id,country,ccode,year,region,protest,protestnumber,startday,startmonth,startyear,endday,endmonth,endyear,protesterviolence,location,participants_category,participants,protesteridentity,protesterdemand1,protesterdemand2,protesterdemand3,protesterdemand4,stateresponse1,stateresponse2,stateresponse3,stateresponse4,stateresponse5,stateresponse6,stateresponse7,sources,notes,entities,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,Coordinates0,Latitude0,Longitude0,Coordinates1,Latitude1,Longitude1,Coordinates2,Latitude2,Longitude2,Coordinates3,Latitude3,Longitude3,Coordinates4,Latitude4,Longitude4,Coordinates5,Latitude5,Longitude5,Coordinates6,Latitude6,Longitude6,Coordinates7,Latitude7,Longitude7,Coordinates8,Latitude8,Longitude8,Coordinates9,Latitude9,Longitude9,Coordinates10,Latitude10,Longitude10,Coordinates11,Latitude11,Longitude11,Coordinates12,Latitude12,Longitude12,Coordinates13,Latitude13,Longitude13,Coordinates14,Latitude14,Longitude14,Coordinates15,Latitude15,Longitude15,Coordinates16,Latitude16,Longitude16,Coordinates17,Latitude17,Longitude17,Coordinates18,Latitude18,Longitude18
1001990002,Colombia,100,1990,South America,1,2,14.0,2.0,1990.0,15.0,2.0,1990.0,0.0,national level,,1000,workers and students,"political behavior, process",,,,crowd dispersal,,,,,,,"bbc summary of world broadcasts, february 16, 1990, friday, part 4 the middle east, africa and latin america, colombia workers protest against bush visit; policemen killed ; bbc summary of world broadcasts, february 17, 1990, saturday, part 4;",against u.s. president bush s visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001990003,Colombia,100,1990,South America,1,3,13.0,4.0,1990.0,13.0,4.0,1990.0,0.0,medellin,,3000,catholics,"political behavior, process",,,,ignore,,,,,,,"xinhua general news service, april 14, 1990, saturday, latin american news briefs ;",against drug related violence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001990004,Colombia,100,1990,South America,1,4,1.0,9.0,1990.0,1.0,9.0,1990.0,0.0,bogota,,15000,employees of telecommunications company telecom,"political behavior, process",,,,ignore,,,,,,,"xinhua general news service, september 1, 1990, saturday, colombia s telecom employees protest over anti monopoly decree ;","some 15,000 employees of colombia s telecommunications company telecom marched through the streets of bogota today in protest against the government s attempt to break up the state owned monopoly. during the march employees put placards on trees and shouted anti government slogans. the march resulted in a several hour suspension of long distance telephone and international telegram services and disruption of national and international shortwave communication. the new administration s communications ministry had issued a decree to break up the monopoly to make way for privatization and foreign investment in the industry. responding to the protests, the ministry said the government would not back down on the decree as it did not affect the rights of the workers.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001990005,Colombia,100,1990,South America,1,5,11.0,9.0,1990.0,11.0,9.0,1990.0,0.0,national level,,14000,banana workers,"political behavior, process",,,,ignore,,,,,,,"christian science monito, september 13, 1990, thursday, news currents; pg. 2, latin america ;",general strike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001990006,Colombia,100,1990,South America,1,6,4.0,10.0,1990.0,4.0,10.0,1990.0,0.0,national level  strike  and Bogota  demonstration,,10000,workers,"price increases, tax policy","political behavior, process",,,ignore,,,,,,,"xinhua general news service, october 5, 1990, friday, colombian workers march against government reforms ;",general strike and demonstration,'Bogota',"'Bogota',Colombia",,,,,,,,,,,,,,,,,,,"Bogotá, Bogotá, D.C.",4.614960000000053,-74.06940999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011990001,Venezuela,101,1990,South America,1,1,1.0,2.0,1990.0,1.0,2.0,1990.0,0.0,Caracas  center,,1000,"bar and restaurant workers and owners, and prostitutes",social restrictions,,,,ignore,,,,,,,"venezuelan prostitutes join bar owners to protest alcohol ban. the associated press, february 2, 1990, friday, am cycle, international news;","about 1,000 hotel, bar and restaurant workers and owners marched on the mayor s office thursday to protest the ban on alcohol sales after midnight he imposed last month in the center of the capital. joining them were dozens of prostitutes in tight jeans, who complain their trade also is being hurt. mayor claudio fermin decreed that alcohol sales be prohibited in caracas s federal district after midnight as an anti crime measure. the prohibition cuts across the center of caracas, with the eastern and southern sectors of the city not affected.",'Caracas',"'Caracas',Venezuela",,,,,,,,,,,,,,,,,,,"Caracas, Municipio Libertador, Distrito Capital",10.488010000000031,-66.87918999999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011990002,Venezuela,101,1990,South America,1,2,15.0,2.0,1990.0,15.0,2.0,1990.0,1.0,Caracas and across the country,,1000,"venezuelans, union members, students","political behavior, process",,,,shootings,crowd dispersal,,,,,,"street violence interrupts protest over economic program. the associated press, february 15, 1990, thursday, am cycle, international news;",national,'Caracas',"'Caracas',Venezuela",,,,,,,,,,,,,,,,,,,"Caracas, Municipio Libertador, Distrito Capital",10.488010000000031,-66.87918999999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011990003,Venezuela,101,1990,South America,1,3,20.0,2.0,1990.0,20.0,2.0,1990.0,1.0,"Caracas, Puerto la Cruz Barcelona",,50,venezuelans mostly students,"price increases, tax policy",,,,arrests,crowd dispersal,,,,,,"austerity measures spark riots in venezuela. the globe and mail canada , february 21, 1990 wednesday;",almost national,"'Caracas', 'Puerto'","'Caracas',Venezuela","'Puerto',Venezuela",,,,,,,,,,,,,,,,,,"Caracas, Municipio Libertador, Distrito Capital",10.488010000000031,-66.87918999999994,"Puerto, Bolívar",7.083330000000046,-62.266669999999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011990004,Venezuela,101,1990,South America,1,4,23.0,5.0,1990.0,23.0,5.0,1990.0,1.0,Valencia,,50,students,"price increases, tax policy",,,,arrests,,,,,,,"around the world police arrest 50 students in venezuelan protest. the globe and mail canada , may 24, 1990 thursday;","venezuelan students rioting yesterday against a proposed bus fare increase burned trucks and clashed with police, and officers arrested 50 students in quelling the unrest, a police spokesman said. the rioting took place in valencia, an industrial town 160 kilometres west of caracas.",'Valencia',"'Valencia',Venezuela",,,,,,,,,,,,,,,,,,,"Venezuela, Valencia, Carabobo",10.152810000000045,-68.00706999999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011990005,Venezuela,101,1990,South America,1,5,31.0,5.0,1990.0,1.0,6.0,1990.0,1.0,Caracas,,50,students,"price increases, tax policy",,,,arrests,beatings,,,,,,"venezuela violence stricken as protest goes on. xinhua general news service, june 1, 1990, friday, item no: 0601037;","scores of people were wounded as angry venezuelans thursday burnt vehicles and tussled with police to protest for the second day against imminent gas and transportation price hikes. police said clashes in several educational centers here had left 25 students and two police officers injured, and many protestors arrested. demonstrating students clashed with police in other cities as well, where vehicles were burnt and many injured and arrested.",'Caracas',"'Caracas',Venezuela",,,,,,,,,,,,,,,,,,,"Caracas, Municipio Libertador, Distrito Capital",10.488010000000031,-66.87918999999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011990006,Venezuela,101,1990,South America,1,6,9.0,7.0,1990.0,9.0,7.0,1990.0,0.0,national,,72000,engineers,labor wage dispute,,,,ignore,,,,,,,"venezuelan engineers on general strike. xinhua general news service, july 9, 1990, monday, item no: 0709165;",general strike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011990007,Venezuela,101,1990,South America,1,7,25.0,7.0,1990.0,25.0,7.0,1990.0,1.0,"Barquisimeto, Maracaibo, San Cristobal, Caracas",,50,students,"price increases, tax policy",,,,arrests,crowd dispersal,,,,,,"venezuelan students protest transportation fare hikes. xinhua general news service, july 26, 1990, thursday, item no: 0726216;","in several citites, almost national","'Barquisimeto', 'Maracaibo', 'San Cristobal', 'Caracas'","'Barquisimeto',Venezuela","'Maracaibo',Venezuela","'San Cristobal',Venezuela","'Caracas',Venezuela",,,,,,,,,,,,,,,,"Barquisimeto, Iribarren, Lara",10.05006000000003,-69.39268999999996,"Venezuela, Nueva Venezuela, Maracaibo, Zulia",10.645150000000058,-71.64847999999995,"San Cristóbal, Táchira",7.769190000000037,-72.23335999999995,"Caracas, Municipio Libertador, Distrito Capital",10.488010000000031,-66.87918999999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011990008,Venezuela,101,1990,South America,1,8,1.0,8.0,1990.0,1.0,8.0,1990.0,1.0,Maracay,,100,venezuelans,"price increases, tax policy",,,,ignore,,,,,,,"world in brief increase fuels riot. the globe and mail canada , august 2, 1990 thursday;","hundreds of people rioted through the city centre yesterday, setting fire to a bus and looting shops and supermarkets, witnesses said. they told reuter that rioting broke out in the industrial city of 800,000 inhabitants about 110 kilometres west of caracas, after students demonstrated against an increase in the price of gasoline. trouble started when a group of demonstrators set fire to a bus and widespread looting of shops broke out.",'Maracay',"'Maracay',Venezuela",,,,,,,,,,,,,,,,,,,"Maracay, Girardot, Aragua",10.238550000000032,-67.57076999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011990009,Venezuela,101,1990,South America,1,9,6.0,12.0,1990.0,6.0,12.0,1990.0,1.0,"Caracas, Maracaibo, Merida, and Maracay",,50,university students,"political behavior, process",,,,shootings,beatings,,,,,,"venezuelan students protest against bush s visit. xinhua general news service, december 7, 1990, friday, item no: 1207191;",national: demonstrations against us president bush s visit in different cities on the same day,"'Caracas', 'Maracaibo', 'Merida', 'Maracay'","'Caracas',Venezuela","'Maracaibo',Venezuela","'Merida',Venezuela","'Maracay',Venezuela",,,,,,,,,,,,,,,,"Caracas, Municipio Libertador, Distrito Capital",10.488010000000031,-66.87918999999994,"Venezuela, Nueva Venezuela, Maracaibo, Zulia",10.645150000000058,-71.64847999999995,"Mérida, Libertador, Mérida",8.598780000000033,-71.14323999999993,"Maracay, Girardot, Aragua",10.238550000000032,-67.57076999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101990000,Guyana,110,1990,South America,0,0,,,,,,,0.0,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151990001,Suriname,115,1990,South America,1,1,12.0,5.0,1990.0,12.0,5.0,1990.0,0.0,in front of surinam s national assembly  Paramaribo,,100,"housewives, students and workers","price increases, tax policy",,,,ignore,,,,,,,"xinhua general news service, may 13, 1990, sunday, latin american news briefs ;","hundreds of housewives, students and workers marched in front of surinam s national assembly building to protest recent bus fare increases, the official surinam news agency sna reported saturday.",'Paramaribo',"'Paramaribo',Suriname",,,,,,,,,,,,,,,,,,,Suriname,5.830910000000074,-55.14310999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151990002,Suriname,115,1990,South America,1,2,25.0,6.0,1990.0,27.0,6.0,1990.0,0.0,Paramaribo,,50,"airport security personnel and firefighters, stevedores and harbor pilots","political behavior, process",,,,ignore,,,,,,,"xinhua general news service, june 28, 1990, thursday, latin american news briefs ;",strike,'Paramaribo',"'Paramaribo',Suriname",,,,,,,,,,,,,,,,,,,Suriname,5.830910000000074,-55.14310999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151990003,Suriname,115,1990,South America,1,3,5.0,8.0,1990.0,15.0,8.0,1990.0,0.0,national level,,50,policemen,"political behavior, process",,,,accomodation,,,,,,,"bbc summary of world broadcasts, august 17, 1990, friday, part 4 the middle east, africa and latin america, surinam police strike ends; commission to investigate death of police officer ;",general strike policemen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151990004,Suriname,115,1990,South America,1,4,9.0,8.0,1990.0,9.0,8.0,1990.0,0.0,in front of surinam s national assembly  Paramaribo,,8000,surinamese,"political behavior, process",,,,accomodation,,,,,,,"ips inter press service, august 9, 1990, thursday, suriname: thousands protest against policeman s killing ;","between 8,000 and 10,000 demonstrators protested outside suriname s national assembly today against the killing of a police official whose body was found less than 100 yards from fort zeelandia, the headquarters of the military police. demonstrators congregated outside the assembly and on nearby independence square where the body of police inspector herman gooding was found on august 5. they called for the restoration of justice and the rule of law in this dutch speaking nation of 400,000 inhabitants on the northeastern shoulder of south america.",'Paramaribo',"'Paramaribo',Suriname",,,,,,,,,,,,,,,,,,,Suriname,5.830910000000074,-55.14310999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301990001,Ecuador,130,1990,South America,1,1,18.0,4.0,1990.0,18.0,4.0,1990.0,1.0,Quito,,50,students mostly high school,"political behavior, process",,,,ignore,,,,,,,"xinhua general news service, april 19, 1990, thursday, violent student protests break out in quito ;","violent student demonstration broke out in the capital city of quito wednesday to protest the high cost of living. the mostly high school students blocked a major north south thoroughfare, avenida 10 de agosto, by placing burning tires, stones and other obstacles in the middle of the avenue, making it almost impossible for traffic to get through. the students chanted various anti government slogans, including the people are hungry. the students also had confrontations with motorists forcing them to give up some gasoline which was used to fuel the burning tires. the students protests lasted until early afternoon. last year, high school students in quito and several other cities in ecuador launched similar protest.",'Quito',"'Quito',Ecuador",,,,,,,,,,,,,,,,,,,Quito,-0.20566999999994096,-78.50886999999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
